1292   !NLCS
C1' ADE C1' 26.7803620224 -3
C1' ADE C2' 0.0643894906118 -3
C1' ADE C2 14.8223131853 -3
C1' ADE C3' 0.428229417609 -3
C1' ADE C4 2.45322773921 -3
C1' ADE C4' -5.22500751805 -3
C1' ADE C5 0.948741218553 -3
C1' ADE C5' -6.10048656029 -3
C1' ADE C6 -9.45700712442 -3
C1' ADE C8 -7.33934779384 -3
C1' ADE N1 -28.1405418759 -3
C1' ADE N3 20.8037714018 -3
C1' ADE N6 -3.07801267047 -3
C1' ADE N7 -4.27413038584 -3
C1' ADE N9 -3.75134428442 -3
C1' ADE O3' -66.3828700687 -3
C1' ADE O5' 59.139553853 -3
C1' ADE P -19.2046858444 -3
C1' CYT C1' 72.5621426102 -3
C1' CYT C2' -0.496183941411 -3
C1' CYT C2 3.30000689038 -3
C1' CYT C3' -5.30736061501 -3
C1' CYT C4' 2.14590174078 -3
C1' CYT C4 6.72735787053 -3
C1' CYT C5' 21.416401533 -3
C1' CYT C5 6.35239516973 -3
C1' CYT C6 -6.80540362903 -3
C1' CYT N1 1.0097976237 -3
C1' CYT N3 22.3065471995 -3
C1' CYT N4 0.453608361434 -3
C1' CYT O2 8.73664288121 -3
C1' CYT O3' -91.128074134 -3
C1' CYT O5' -11.2962402263 -3
C1' CYT P 45.0099682134 -3
C1' GUA C1' 114.82714112 -3
C1' GUA C2 -17.444879619 -3
C1' GUA C2' -3.0472483545 -3
C1' GUA C3' 2.56562882759 -3
C1' GUA C4 0.328054956697 -3
C1' GUA C4' 2.55213521656 -3
C1' GUA C5' 18.0599695162 -3
C1' GUA C5 -3.81465601003 -3
C1' GUA C6 -39.5873330747 -3
C1' GUA C8 11.248000247 -3
C1' GUA N1 7.35925865133 -3
C1' GUA N2 18.2584850105 -3
C1' GUA N3 2.23613444361 -3
C1' GUA N7 20.1672098418 -3
C1' GUA N9 -0.444676697704 -3
C1' GUA O3' -88.0697364179 -3
C1' GUA O5' -15.0621200083 -3
C1' GUA O6 5.30464135861 -3
C1' GUA P -24.4303586772 -3
C1' URA C1' 85.4492359609 -3
C1' URA C2' -0.500419726263 -3
C1' URA C2 5.87483874579 -3
C1' URA C3' 6.04410355845 -3
C1' URA C4' 2.20333963079 -3
C1' URA C4 -9.97429015969 -3
C1' URA C5' 14.492473609 -3
C1' URA C5 6.4669395485 -3
C1' URA C6 4.74730058919 -3
C1' URA N1 0.0771970231211 -3
C1' URA N3 1.84090735735 -3
C1' URA O3' -132.934409968 -3
C1' URA O4 -18.2846256053 -3
C1' URA O5' 12.5044100403 -3
C1' URA P 35.1018638346 -3
C2' ADE C1' 0.602941104848 -3
C2 ADE C1' 22.005709057 -3
C2 ADE C2 -1.61872208456 -3
C2 ADE C2' 22.9473951297 -3
C2' ADE C2' 33.410581859 -3
C2' ADE C2 -7.70162427119 -3
C2' ADE C3' 1.14500663022 -3
C2 ADE C3' 24.4977028163 -3
C2 ADE C4 0.92579195053 -3
C2' ADE C4 1.31551830428 -3
C2' ADE C4' 2.06977973328 -3
C2 ADE C4' 34.6235509957 -3
C2 ADE C5 -0.0764013184191 -3
C2' ADE C5' 0.279592919088 -3
C2 ADE C5' 1.57070574818 -3
C2' ADE C5 -7.36437922948 -3
C2 ADE C6 3.97491046118 -3
C2' ADE C6 -4.77353015653 -3
